Model,Prompt,Run,Question File,Question Number,Categories,Score
gpt-4o-mini-2024-07-18,You are an expert in cryptogra,1,MultichoiceQuestions.json,350,"Ethereum, Smart Contract, Tokenomics, Knowledge, Intermediate",1
gpt-4o-mini-2024-07-18,You are an expert in cryptogra,1,MultichoiceQuestions.json,351,"Ethereum, Smart Contract, Security, Knowledge, Intermediate",1
gpt-4o-mini-2024-07-18,You are an expert in cryptogra,1,MultichoiceQuestions.json,352,"Ethereum, Smart Contract, Tokenomics, Knowledge, Intermediate",1
gpt-4o-mini-2024-07-18,You are an expert in cryptogra,1,MultichoiceQuestions.json,353,"Ethereum, Smart Contract, Tokenomics, Knowledge, Intermediate",1
gpt-4o-mini-2024-07-18,You are an expert in cryptogra,1,MultichoiceQuestions.json,354,"Ethereum, Smart Contract, Tokenomics, Knowledge, Intermediate",1
gpt-4o-mini-2024-07-18,You are an expert in cryptogra,1,MultichoiceQuestions.json,355,"Ethereum, Smart Contract, Tokenomics, Knowledge, Beginner",1
gpt-4o-mini-2024-07-18,You are an expert in cryptogra,1,MultichoiceQuestions.json,356,"Ethereum, Smart Contract, Tokenomics, Knowledge, Intermediate",1
gpt-4o-mini-2024-07-18,You are an expert in cryptogra,1,MultichoiceQuestions.json,357,"Ethereum, Smart Contract, Tokenomics, Knowledge, Beginner",1
gpt-4o-mini-2024-07-18,You are an expert in cryptogra,1,MultichoiceQuestions.json,358,"Ethereum, Tokenomics, Knowledge, Intermediate",1
gpt-4o-mini-2024-07-18,You are an expert in cryptogra,1,MultichoiceQuestions.json,359,"Ethereum, Tokenomics, Knowledge, Intermediate",1
gpt-4o-mini-2024-07-18,You are an expert in cryptogra,1,MultichoiceQuestions.json,360,"Ethereum, Tokenomics, Knowledge, Intermediate",1
gpt-4o-mini-2024-07-18,You are an expert in cryptogra,1,MultichoiceQuestions.json,361,"Ethereum, Tokenomics, Knowledge, Intermediate",1
gpt-4o-mini-2024-07-18,You are an expert in cryptogra,1,MultichoiceQuestions.json,362,"Ethereum, Tokenomics, Knowledge, Intermediate",1
gpt-4o-mini-2024-07-18,You are an expert in cryptogra,1,MultichoiceQuestions.json,363,"Ethereum, Smart Contract, Knowledge, Advanced",0
gpt-4o-mini-2024-07-18,You are an expert in cryptogra,1,MultichoiceQuestions.json,364,"Ethereum, Smart Contract, Knowledge, Advanced",0
gpt-4o-mini-2024-07-18,You are an expert in cryptogra,1,MultichoiceQuestions.json,365,"Ethereum, Smart Contract, Knowledge, Advanced",1
gpt-4o-mini-2024-07-18,You are an expert in cryptogra,1,MultichoiceQuestions.json,366,"Ethereum, Smart Contract, Knowledge, Advanced",1
gpt-4o-mini-2024-07-18,You are an expert in cryptogra,1,MultichoiceQuestions.json,367,"Ethereum, Smart Contract, Knowledge, Advanced",1
gpt-4o-mini-2024-07-18,You are an expert in cryptogra,1,MultichoiceQuestions.json,368,"Ethereum, Smart Contract, Knowledge, Advanced",1
gpt-4o-mini-2024-07-18,You are an expert in cryptogra,1,MultichoiceQuestions.json,369,"Ethereum, Smart Contract, Knowledge, Advanced",1
gpt-4o-mini-2024-07-18,You are an expert in cryptogra,1,MultichoiceQuestions.json,370,"Ethereum, Smart Contract, Knowledge, Advanced",0
gpt-4o-mini-2024-07-18,You are an expert in cryptogra,1,MultichoiceQuestions.json,371,"Ethereum, Smart Contract, Security, Knowledge, Advanced",0
gpt-4o-mini-2024-07-18,You are an expert in cryptogra,1,MultichoiceQuestions.json,372,"Ethereum, Smart Contract, Security, Knowledge, Advanced",1
gpt-4o-mini-2024-07-18,You are an expert in cryptogra,1,MultichoiceQuestions.json,373,"Ethereum, Cryptography, Knowledge, Intermediate",1
gpt-4o-mini-2024-07-18,You are an expert in cryptogra,1,MultichoiceQuestions.json,374,"Ethereum, Cryptography, Knowledge, Intermediate",1
gpt-4o-mini-2024-07-18,You are an expert in cryptogra,1,MultichoiceQuestions.json,375,"Ethereum, Cryptography, Knowledge, Intermediate",1
gpt-4o-mini-2024-07-18,You are an expert in cryptogra,1,MultichoiceQuestions.json,376,"Ethereum, Cryptography, Knowledge, Intermediate",1
gpt-4o-mini-2024-07-18,You are an expert in cryptogra,1,MultichoiceQuestions.json,377,"Ethereum, Security, Knowledge, Intermediate",1
gpt-4o-mini-2024-07-18,You are an expert in cryptogra,1,MultichoiceQuestions.json,378,"Ethereum, Cryptography, Knowledge, Intermediate",0
gpt-4o-mini-2024-07-18,You are an expert in cryptogra,1,MultichoiceQuestions.json,379,"Ethereum, Smart Contract, Knowledge, Advanced",1
gpt-4o-mini-2024-07-18,You are an expert in cryptogra,1,MultichoiceQuestions.json,380,"Ethereum, Smart Contract, Knowledge, Advanced",0
gpt-4o-mini-2024-07-18,You are an expert in cryptogra,1,MultichoiceQuestions.json,381,"Ethereum, Smart Contract, Knowledge, Advanced",0
gpt-4o-mini-2024-07-18,You are an expert in cryptogra,1,MultichoiceQuestions.json,382,"Ethereum, Smart Contract, Knowledge, Advanced",0
gpt-4o-mini-2024-07-18,You are an expert in cryptogra,1,MultichoiceQuestions.json,383,"Ethereum, Cryptography, Knowledge, Advanced",1
gpt-4o-mini-2024-07-18,You are an expert in cryptogra,1,MultichoiceQuestions.json,384,"Ethereum, Cryptography, Knowledge, Advanced",1
gpt-4o-mini-2024-07-18,You are an expert in cryptogra,1,MultichoiceQuestions.json,385,"Ethereum, Smart Contract, Tokenomics, Knowledge, Intermediate",1
gpt-4o-mini-2024-07-18,You are an expert in cryptogra,1,MultichoiceQuestions.json,386,"Ethereum, Smart Contract, Tokenomics, Knowledge, Intermediate",1
gpt-4o-mini-2024-07-18,You are an expert in cryptogra,1,MultichoiceQuestions.json,387,"Ethereum, Smart Contract, Tokenomics, Knowledge, Intermediate",1
gpt-4o-mini-2024-07-18,You are an expert in cryptogra,1,MultichoiceQuestions.json,388,"Ethereum, Smart Contract, DeFi, Knowledge, Intermediate",1
gpt-4o-mini-2024-07-18,You are an expert in cryptogra,1,MultichoiceQuestions.json,389,"Ethereum, Smart Contract, DeFi, Knowledge, Intermediate",1
gpt-4o-mini-2024-07-18,You are an expert in cryptogra,1,MultichoiceQuestions.json,390,"Ethereum, Smart Contract, DeFi, Knowledge, Intermediate",0
gpt-4o-mini-2024-07-18,You are an expert in cryptogra,1,MultichoiceQuestions.json,391,"Ethereum, Security, Knowledge, Intermediate",1
gpt-4o-mini-2024-07-18,You are an expert in cryptogra,1,MultichoiceQuestions.json,392,"Ethereum, Security, Knowledge, Intermediate",1
gpt-4o-mini-2024-07-18,You are an expert in cryptogra,1,MultichoiceQuestions.json,393,"Ethereum, Security, Knowledge, Intermediate",1
gpt-4o-mini-2024-07-18,You are an expert in cryptogra,1,MultichoiceQuestions.json,394,"Ethereum, Smart Contract, Tokenomics, Knowledge, Advanced",1
gpt-4o-mini-2024-07-18,You are an expert in cryptogra,1,MultichoiceQuestions.json,395,"Ethereum, Smart Contract, Tokenomics, Knowledge, Advanced",1
gpt-4o-mini-2024-07-18,You are an expert in cryptogra,1,MultichoiceQuestions.json,396,"Ethereum, Smart Contract, Tokenomics, Knowledge, Advanced",1
gpt-4o-mini-2024-07-18,You are an expert in cryptogra,1,MultichoiceQuestions.json,397,"Ethereum, Layer 2 Solutions, Knowledge, Advanced",1
gpt-4o-mini-2024-07-18,You are an expert in cryptogra,1,MultichoiceQuestions.json,398,"Ethereum, Layer 2 Solutions, Knowledge, Advanced",0
gpt-4o-mini-2024-07-18,You are an expert in cryptogra,1,MultichoiceQuestions.json,399,"Ethereum, Layer 2 Solutions, Knowledge, Advanced",1
gpt-4o-mini-2024-07-18,You are an expert in cryptogra,1,MultichoiceQuestions.json,400,"Ethereum, Smart Contract, Knowledge, Advanced",1
gpt-4o-mini-2024-07-18,You are an expert in cryptogra,1,MultichoiceQuestions.json,401,"Ethereum, Smart Contract, Knowledge, Advanced",0
gpt-4o-mini-2024-07-18,You are an expert in cryptogra,1,MultichoiceQuestions.json,402,"Ethereum, Smart Contract, Knowledge, Advanced",1
gpt-4o-mini-2024-07-18,You are an expert in cryptogra,1,MultichoiceQuestions.json,403,"Ethereum, Smart Contract, Knowledge, Advanced",0
gpt-4o-mini-2024-07-18,You are an expert in cryptogra,1,MultichoiceQuestions.json,404,"Ethereum, Consensus Mechanisms, Knowledge, Advanced",1
gpt-4o-mini-2024-07-18,You are an expert in cryptogra,1,MultichoiceQuestions.json,405,"Ethereum, Consensus Mechanisms, Knowledge, Advanced",0
gpt-4o-mini-2024-07-18,You are an expert in cryptogra,1,MultichoiceQuestions.json,406,"Ethereum, Smart Contract, Knowledge, Advanced",1
gpt-4o-mini-2024-07-18,You are an expert in cryptogra,1,MultichoiceQuestions.json,407,"Ethereum, Smart Contract, Knowledge, Advanced",1
gpt-4o-mini-2024-07-18,You are an expert in cryptogra,1,MultichoiceQuestions.json,408,"Ethereum, Cryptography, Knowledge, Advanced",1
gpt-4o-mini-2024-07-18,You are an expert in cryptogra,1,MultichoiceQuestions.json,409,"Ethereum, Cryptography, Calculation, Advanced",1
gpt-4o-mini-2024-07-18,You are an expert in cryptogra,1,MultichoiceQuestions.json,410,"Ethereum, Cryptography, Security, Knowledge, Advanced",1
gpt-4o-mini-2024-07-18,You are an expert in cryptogra,1,MultichoiceQuestions.json,411,"Ethereum, Blockchain Fundamental, Knowledge, Intermediate",1
gpt-4o-mini-2024-07-18,You are an expert in cryptogra,1,MultichoiceQuestions.json,412,"Ethereum, Blockchain Fundamental, Knowledge, Intermediate",1
gpt-4o-mini-2024-07-18,You are an expert in cryptogra,1,MultichoiceQuestions.json,413,"Ethereum, Cryptography, Calculation, Advanced",1
gpt-4o-mini-2024-07-18,You are an expert in cryptogra,1,MultichoiceQuestions.json,414,"Ethereum, Privacy, Knowledge, Advanced",1
gpt-4o-mini-2024-07-18,You are an expert in cryptogra,1,MultichoiceQuestions.json,415,"Ethereum, Cryptography, Security, Knowledge, Advanced",1
gpt-4o-mini-2024-07-18,You are an expert in cryptogra,1,MultichoiceQuestions.json,416,"Ethereum, Security, Knowledge, Advanced",0
gpt-4o-mini-2024-07-18,You are an expert in cryptogra,1,MultichoiceQuestions.json,417,"Ethereum, Smart Contract, Security, Problem Solving, Advanced",1
gpt-4o-mini-2024-07-18,You are an expert in cryptogra,1,MultichoiceQuestions.json,418,"Ethereum, Blockchain Fundamental, Knowledge, Intermediate",1
gpt-4o-mini-2024-07-18,You are an expert in cryptogra,1,MultichoiceQuestions.json,419,"Ethereum, Cryptography, Knowledge, Intermediate",1
gpt-4o-mini-2024-07-18,You are an expert in cryptogra,1,MultichoiceQuestions.json,420,"Ethereum, Security, Knowledge, Advanced",1
gpt-4o-mini-2024-07-18,You are an expert in cryptogra,1,MultichoiceQuestions.json,421,"Ethereum, Blockchain Fundamental, Knowledge, Intermediate",1
gpt-4o-mini-2024-07-18,You are an expert in cryptogra,1,MultichoiceQuestions.json,422,"Ethereum, Security, Problem Solving, Advanced",1
gpt-4o-mini-2024-07-18,You are an expert in cryptogra,1,MultichoiceQuestions.json,423,"Ethereum, Cryptography, Knowledge, Advanced",1
gpt-4o-mini-2024-07-18,You are an expert in cryptogra,1,MultichoiceQuestions.json,424,"Ethereum, Security, Knowledge, Intermediate",1
gpt-4o-mini-2024-07-18,You are an expert in cryptogra,1,MultichoiceQuestions.json,425,"Ethereum, Blockchain Fundamental, Knowledge, Intermediate",1
gpt-4o-mini-2024-07-18,You are an expert in cryptogra,1,MultichoiceQuestions.json,426,"Ethereum, Blockchain Fundamental, Knowledge, Beginner",1
gpt-4o-mini-2024-07-18,You are an expert in cryptogra,1,MultichoiceQuestions.json,427,"Ethereum, Problem Solving, Intermediate",1
gpt-4o-mini-2024-07-18,You are an expert in cryptogra,1,MultichoiceQuestions.json,428,"Ethereum, Problem Solving, Advanced",1
gpt-4o-mini-2024-07-18,You are an expert in cryptogra,1,MultichoiceQuestions.json,429,"Ethereum, Blockchain Fundamental, Problem Solving, Advanced",1
gpt-4o-mini-2024-07-18,You are an expert in cryptogra,1,MultichoiceQuestions.json,430,"Ethereum, Blockchain Fundamental, Problem Solving, Advanced",1
gpt-4o-mini-2024-07-18,You are an expert in cryptogra,1,MultichoiceQuestions.json,431,"Ethereum, Cryptography, Problem Solving, Advanced",1
gpt-4o-mini-2024-07-18,You are an expert in cryptogra,1,MultichoiceQuestions.json,432,"Ethereum, Security, System Design, Advanced",0
gpt-4o-mini-2024-07-18,You are an expert in cryptogra,1,MultichoiceQuestions.json,433,"Ethereum, Security, Problem Solving, Advanced",1
gpt-4o-mini-2024-07-18,You are an expert in cryptogra,1,MultichoiceQuestions.json,434,"Ethereum, Security, Problem Solving, Advanced",1
gpt-4o-mini-2024-07-18,You are an expert in cryptogra,1,MultichoiceQuestions.json,435,"Ethereum, Interoperability, Problem Solving, Advanced",1
gpt-4o-mini-2024-07-18,You are an expert in cryptogra,1,MultichoiceQuestions.json,436,"Ethereum, Smart Contract, Problem Solving, Advanced",0
gpt-4o-mini-2024-07-18,You are an expert in cryptogra,1,MultichoiceQuestions.json,437,"Ethereum, Blockchain Fundamental, Problem Solving, Advanced",1
gpt-4o-mini-2024-07-18,You are an expert in cryptogra,1,MultichoiceQuestions.json,438,"Ethereum, Blockchain Fundamental, Problem Solving, Advanced",1
gpt-4o-mini-2024-07-18,You are an expert in cryptogra,1,MultichoiceQuestions.json,439,"Ethereum, Privacy, Problem Solving, Advanced",1
gpt-4o-mini-2024-07-18,You are an expert in cryptogra,1,MultichoiceQuestions.json,440,"Ethereum, Smart Contract, Knowledge, Advanced",1
gpt-4o-mini-2024-07-18,You are an expert in cryptogra,1,MultichoiceQuestions.json,441,"Ethereum, Smart Contract, Problem Solving, Advanced",1
gpt-4o-mini-2024-07-18,You are an expert in cryptogra,1,MultichoiceQuestions.json,442,"Ethereum, Smart Contract, Security, Problem Solving, Advanced",1
gpt-4o-mini-2024-07-18,You are an expert in cryptogra,1,MultichoiceQuestions.json,443,"Ethereum, Smart Contract, Knowledge, Advanced",1
gpt-4o-mini-2024-07-18,You are an expert in cryptogra,1,MultichoiceQuestions.json,444,"Ethereum, Smart Contract, Security, Problem Solving, Advanced",1
gpt-4o-mini-2024-07-18,You are an expert in cryptogra,1,MultichoiceQuestions.json,445,"Ethereum, Smart Contract, Problem Solving, Advanced",0
gpt-4o-mini-2024-07-18,You are an expert in cryptogra,1,MultichoiceQuestions.json,446,"Ethereum, Smart Contract, Knowledge, Advanced",1
gpt-4o-mini-2024-07-18,You are an expert in cryptogra,1,MultichoiceQuestions.json,447,"Ethereum, Smart Contract, Problem Solving, Advanced",1
gpt-4o-mini-2024-07-18,You are an expert in cryptogra,1,MultichoiceQuestions.json,448,"Ethereum, Smart Contract, Problem Solving, Advanced",1
gpt-4o-mini-2024-07-18,You are an expert in cryptogra,1,MultichoiceQuestions.json,449,"Ethereum, Smart Contract, Problem Solving, Advanced",1
gpt-4o-mini-2024-07-18,You are an expert in cryptogra,1,MultichoiceQuestions.json,450,"Ethereum, Smart Contract, Problem Solving, Advanced",1
gpt-4o-mini-2024-07-18,You are an expert in cryptogra,1,MultichoiceQuestions.json,451,"Ethereum, DeFi, Security, Problem Solving, Advanced",0
gpt-4o-mini-2024-07-18,You are an expert in cryptogra,1,MultichoiceQuestions.json,452,"Ethereum, Smart Contract, Security, Knowledge, Advanced",1
gpt-4o-mini-2024-07-18,You are an expert in cryptogra,1,MultichoiceQuestions.json,453,"Ethereum, Smart Contract, Security, Knowledge, Advanced",1
gpt-4o-mini-2024-07-18,You are an expert in cryptogra,1,MultichoiceQuestions.json,454,"Ethereum, Smart Contract, Knowledge, Intermediate",0
gpt-4o-mini-2024-07-18,You are an expert in cryptogra,1,MultichoiceQuestions.json,455,"Ethereum, Smart Contract, Security, Knowledge, Advanced",0
gpt-4o-mini-2024-07-18,You are an expert in cryptogra,1,MultichoiceQuestions.json,456,"Ethereum, Smart Contract, Security, Knowledge, Advanced",1
gpt-4o-mini-2024-07-18,You are an expert in cryptogra,1,MultichoiceQuestions.json,457,"Ethereum, Smart Contract, Security, Knowledge, Advanced",1
gpt-4o-mini-2024-07-18,You are an expert in cryptogra,1,MultichoiceQuestions.json,458,"Ethereum, Smart Contract, Security, Knowledge, Advanced",1
gpt-4o-mini-2024-07-18,You are an expert in cryptogra,1,MultichoiceQuestions.json,459,"Ethereum, Smart Contract, Security, Knowledge, Advanced",1
gpt-4o-mini-2024-07-18,You are an expert in cryptogra,1,MultichoiceQuestions.json,460,"Ethereum, Smart Contract, Problem Solving, Advanced",0
gpt-4o-mini-2024-07-18,You are an expert in cryptogra,1,MultichoiceQuestions.json,461,"Ethereum, Smart Contract, Problem Solving, Advanced",0
gpt-4o-mini-2024-07-18,You are an expert in cryptogra,1,MultichoiceQuestions.json,462,"Ethereum, Smart Contract, Problem Solving, Advanced",1
gpt-4o-mini-2024-07-18,You are an expert in cryptogra,1,MultichoiceQuestions.json,463,"Ethereum, Smart Contract, Problem Solving, Advanced",0
gpt-4o-mini-2024-07-18,You are an expert in cryptogra,1,MultichoiceQuestions.json,464,"Ethereum, DeFi, Security, Problem Solving, Advanced",0
gpt-4o-mini-2024-07-18,You are an expert in cryptogra,1,MultichoiceQuestions.json,465,"Ethereum, Tokenomics, Problem Solving, Advanced",0
gpt-4o-mini-2024-07-18,You are an expert in cryptogra,1,MultichoiceQuestions.json,466,"Ethereum, DeFi, Problem Solving, Advanced",1
gpt-4o-mini-2024-07-18,You are an expert in cryptogra,1,MultichoiceQuestions.json,467,"Ethereum, DAO & Governance, Problem Solving, Advanced",1
gpt-4o-mini-2024-07-18,You are an expert in cryptogra,1,MultichoiceQuestions.json,468,"Ethereum, Smart Contract, Problem Solving, Advanced",0
gpt-4o-mini-2024-07-18,You are an expert in cryptogra,1,MultichoiceQuestions.json,469,"Ethereum, Interoperability, Security, Problem Solving, Advanced",1
gpt-4o-mini-2024-07-18,You are an expert in cryptogra,1,MultichoiceQuestions.json,470,"Ethereum, DeFi, Problem Solving, Advanced",1
gpt-4o-mini-2024-07-18,You are an expert in cryptogra,1,MultichoiceQuestions.json,471,"Ethereum, Privacy, Problem Solving, Advanced",1
gpt-4o-mini-2024-07-18,You are an expert in cryptogra,1,MultichoiceQuestions.json,472,"Ethereum, Blockchain Fundamental, Security, Problem Solving, Advanced",1
gpt-4o-mini-2024-07-18,You are an expert in cryptogra,1,MultichoiceQuestions.json,473,"Ethereum, Blockchain Fundamental, Security, Problem Solving, Advanced",0
gpt-4o-mini-2024-07-18,You are an expert in cryptogra,1,MultichoiceQuestions.json,474,"Ethereum, Privacy, Smart Contract, Problem Solving, Advanced",1
gpt-4o-mini-2024-07-18,You are an expert in cryptogra,1,MultichoiceQuestions.json,475,"Ethereum, Smart Contract, Security, Problem Solving, Advanced",1
gpt-4o-mini-2024-07-18,You are an expert in cryptogra,1,MultichoiceQuestions.json,476,"Ethereum, Blockchain Fundamental, Problem Solving, Advanced",1
gpt-4o-mini-2024-07-18,You are an expert in cryptogra,1,MultichoiceQuestions.json,477,"Ethereum, Security, Problem Solving, Advanced",1
gpt-4o-mini-2024-07-18,You are an expert in cryptogra,1,MultichoiceQuestions.json,478,"Ethereum, Blockchain Fundamental, Problem Solving, Advanced",1
gpt-4o-mini-2024-07-18,You are an expert in cryptogra,1,MultichoiceQuestions.json,479,"Ethereum, Blockchain Fundamental, Problem Solving, Advanced",1
